experiment_id	omics_type	condition_2	cell_line	strain	entrez_id	symbol	q_value	log2fc
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	54625	PARP14	0.000984601	1.2723
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	54938	SARS2	0.214869	-1.53596
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	54956	PARP16	0.00940671	-2.08086
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	55157	DARS2	0.00501409	-1.22982
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	55304	SPTLC3	1	-1.05209
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	56267	KYAT3	0.0293775	1.70959
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	56829	ZC3HAV1	0.000533703	4.56813
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	56965	PARP6	0.0058821	1.14552
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	57097	PARP11	0.0606754	1.0686
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	64761	PARP12	0.516789	-0.324492
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	65263	PYCR3	0.044428	-2.17106
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	79668	PARP8	0.127398	0.672253
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	80150	ASRGL1	0.0169327	1.22879
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	80351	TNKS2	0.995753	0.00727746
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	81490	PTDSS2	0.436811	-0.595334
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	81889	FAHD1	0.000984601	-1.60999
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	83666	PARP9	0.0439073	1.53814
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	84875	PARP10	0.251998	0.553355
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	93100	NAPRT	0.329822	-0.757084
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	112849	L3HYPDH	0.0356687	-2.34986
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	113675	SDSL	0.0893531	-0.873941
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	119391	GSTO2	0.161156	1.48723
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	122622	ADSSL1	1	1.85052
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	132158	GLYCTK	0.221089	-1.03383
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	165631	PARP15	0.000533703	3.95949
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	259307	IL4I1	0.662689	1.02685
mdmH5N1rna-MDM	RNAseq	H5N1_12H	MDM	H5	373156	GSTK1	0.00530301	1.00641
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	97	ACYP1	0.925132	-0.219577
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	98	ACYP2	0.081267	1.06247
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	128	ADH5	0.000533703	-1.39824
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	142	PARP1	0.000533703	-3.36469
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	143	PARP4	0.000533703	-2.03175
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	158	ADSL	0.42793	-0.43349
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	159	ADSS	0.0539149	-0.865944
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	175	AGA	1	0
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	175	AGA	0.0551546	-1.06975
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	191	AHCY	0.0468475	-0.765584
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	217	ALDH2	0.213871	-0.529712
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	219	ALDH1B1	0.122088	-1.07223
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	223	ALDH9A1	0.00139176	-1.19737
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	224	ALDH3A2	0.000533703	-1.31827
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	314	AOC2	0.0191054	5.11331
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	440	ASNS	0.194924	1.36747
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	445	ASS1	1	-0.0403412
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	501	ALDH7A1	0.979465	0.0482372
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	683	BST1	0.232048	0.808587
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	875	CBS	0.737758	-0.323207
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	883	KYAT1	0.727507	0.51182
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	952	CD38	0.341959	9.91475
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	1066	CES1	0.724242	0.253162
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	1066	CES1	0.00139176	-1.34319
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	1491	CTH	0.0261338	1.99091
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	1583	CYP11A1	1	1.797693134e+308
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	1615	DARS	0.000984601	-1.54907
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2184	FAH	0.55877	0.338724
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2271	FH	0.000533703	-2.24674
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2805	GOT1	0.00139176	-1.54696
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2806	GOT2	0.0939752	-0.725024
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2941	GSTA4	0.171254	1.88037
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2944	GSTM1	0.903562	0.399114
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2946	GSTM2	0.140157	1.62055
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2947	GSTM3	0.120789	0.799722
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2948	GSTM4	0.833196	0.185708
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	2950	GSTP1	0.112856	0.663664
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	3939	LDHA	0.014482	-0.91993
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	3945	LDHB	0.894765	0.118612
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	3948	LDHC	0.0171434	4.79988
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4257	MGST1	0.188437	0.575773
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4258	MGST2	0.211217	0.590419
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4259	MGST3	0.361499	0.415277
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4353	MPO	0.00501409	3.23804
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4548	MTR	0.0319408	-0.912433
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4837	NNMT	1	0
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4860	PNP	0.410147	0.390244
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	4942	OAT	0.563407	0.302279
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	5625	PRODH	1	5.91808
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	5723	PSPH	0.0875515	-0.848669
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	5831	PYCR1	1	0.683059
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	6301	SARS	0.00178025	-1.23218
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	6389	SDHA	0.000533703	-2.43258
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	6390	SDHB	0.807694	0.174372
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	6470	SHMT1	0.817381	-1.45638
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	6472	SHMT2	0.000533703	-1.60825
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	8528	DDO	0.968327	-0.0563387
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	8639	AOC3	0.0164853	2.06892
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	8658	TNKS	0.086218	-0.843167
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	8659	ALDH4A1	0.000533703	-1.93001
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	9380	GRHPR	0.108817	-0.742769
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	9446	GSTO1	0.00699753	-1.04247
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	9517	SPTLC2	0.0399907	0.840751
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10038	PARP2	0.14531	-1.10743
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10039	PARP3	0.586259	0.437203
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10135	NAMPT	0.000533703	3.53766
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10247	RIDA	0.198169	0.874359
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10606	PAICS	0.367771	-0.515502
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10768	AHCYL1	0.000533703	-1.41201
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	10993	SDS	0.0128299	0.991366
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	23382	AHCYL2	0.821088	-0.209784
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	23408	SIRT5	0.915995	0.143259
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	23411	SIRT1	0.0566117	0.914476
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	25976	TIPARP	0.000533703	1.50381
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	27306	HPGDS	0.156679	0.616995
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	29920	PYCR2	0.051222	-0.839767
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	51547	SIRT7	0.144716	-0.7774
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	51548	""	0.201091	-1.01674
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	54625	PARP14	0.174476	0.626178
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	54938	SARS2	0.0694509	-2.10702
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	54956	PARP16	0.00213374	-2.90672
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	55157	DARS2	0.000533703	-2.06037
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	55304	SPTLC3	1	-1.43635
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	56267	KYAT3	0.00560143	1.96639
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	56829	ZC3HAV1	0.000533703	4.53001
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	56965	PARP6	0.000984601	1.37637
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	57097	PARP11	0.0302502	1.18586
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	64761	PARP12	0.0186601	-0.916601
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	65263	PYCR3	0.229659	-1.16258
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	79668	PARP8	0.396623	0.423992
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	80150	ASRGL1	0.605642	0.382114
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	80351	TNKS2	0.747761	-0.216002
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	81490	PTDSS2	0.188996	-0.89571
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	81889	FAHD1	0.00967508	-1.24247
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	83666	PARP9	0.364148	0.778226
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	84875	PARP10	0.291772	0.501314
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	93100	NAPRT	0.476815	-0.572625
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	112849	L3HYPDH	0.126522	-1.92572
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	113675	SDSL	0.000533703	-1.88813
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	119391	GSTO2	0.0374966	3.27117
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	122622	ADSSL1	1	1.28903
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	132158	GLYCTK	0.900532	-0.239608
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	165631	PARP15	0.000533703	4.52267
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	259307	IL4I1	0.420751	1.73019
mdmH5N1rna-MDM	RNAseq	H5N1_18H	MDM	H5	373156	GSTK1	0.38392	0.406661
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	97	ACYP1	0.898907	-0.171815
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	98	ACYP2	0.303294	0.621487
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	128	ADH5	0.692419	-0.120708
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	142	PARP1	0.571415	-0.161632
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	143	PARP4	0.149839	0.328926
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	158	ADSL	0.914925	-0.0465981
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	159	ADSS	0.54138	-0.186532
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	175	AGA	1	-1.797693134e+308
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	175	AGA	0.797088	-0.122905
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	191	AHCY	0.786985	-0.0904416
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	217	ALDH2	0.623639	0.138446
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	219	ALDH1B1	0.553316	-0.2975
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	223	ALDH9A1	0.81292	-0.0760777
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	224	ALDH3A2	0.988958	-0.00447467
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	314	AOC2	1	1.00193
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	440	ASNS	1	0.0573159
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	445	ASS1	1	-1.797693134e+308
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	501	ALDH7A1	0.67841	-0.209374
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	683	BST1	0.729482	-0.196787
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	875	CBS	0.779026	-0.143793
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	883	KYAT1	1	0.106454
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	952	CD38	1	4.00978
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	1066	CES1	0.877517	-0.067387
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	1066	CES1	0.850517	-0.0689174
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	1491	CTH	1	0.500692
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	1583	CYP11A1	1	0
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	1615	DARS	0.697984	-0.12727
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2184	FAH	0.947471	-0.0294043
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2271	FH	0.675768	-0.123015
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2805	GOT1	0.36888	-0.286485
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2806	GOT2	0.991793	-0.00413643
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2941	GSTA4	1	-0.417825
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2944	GSTM1	0.954753	0.026715
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2946	GSTM2	0.923916	0.134073
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2947	GSTM3	0.896782	0.0598081
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2948	GSTM4	0.6777	0.133478
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	2950	GSTP1	0.860293	0.0596102
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	3939	LDHA	0.694599	0.108678
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	3945	LDHB	0.896685	0.0418003
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	3948	LDHC	1	1.797693134e+308
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4257	MGST1	0.536562	0.163539
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4258	MGST2	0.811296	0.0969906
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4259	MGST3	0.938247	0.0277932
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4353	MPO	1	0.0662715
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4548	MTR	0.446661	-0.208481
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4837	NNMT	1	0.918216
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4860	PNP	0.841044	-0.0639687
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	4942	OAT	0.472441	-0.189148
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	5625	PRODH	1	0.0093428
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	5723	PSPH	0.895022	0.0727547
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	5831	PYCR1	1	-0.382497
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	6301	SARS	0.494164	-0.194031
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	6389	SDHA	0.65241	-0.132352
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	6390	SDHB	0.912378	0.0399092
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	6470	SHMT1	0.948046	0.102642
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	6472	SHMT2	0.65051	-0.146442
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	8528	DDO	0.508653	0.219321
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	8639	AOC3	1	0.399082
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	8658	TNKS	0.736018	0.140315
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	8659	ALDH4A1	0.916127	-0.045511
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	9380	GRHPR	0.986674	-0.00710831
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	9446	GSTO1	0.655391	0.123001
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	9517	SPTLC2	0.00115709	0.855437
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10038	PARP2	0.965605	-0.0360517
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10039	PARP3	0.950269	0.0478556
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10135	NAMPT	0.000266392	0.910165
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10247	RIDA	0.77131	0.236612
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10606	PAICS	0.328204	-0.280962
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10768	AHCYL1	0.860225	-0.0551828
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	10993	SDS	0.0026939	1.2934
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	23382	AHCYL2	0.852454	0.07823
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	23408	SIRT5	0.864642	-0.128877
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	23411	SIRT1	0.0694565	-0.610079
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	25976	TIPARP	0.000266392	1.63776
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	27306	HPGDS	0.961702	0.0225611
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	29920	PYCR2	0.865947	0.0688116
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	51547	SIRT7	0.222607	-0.539786
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	51548	""	0.684267	-0.276899
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	54625	PARP14	0.000266392	1.72033
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	54938	SARS2	0.605976	0.342954
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	54956	PARP16	1	0.0120602
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	55157	DARS2	0.740012	-0.116352
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	55304	SPTLC3	1	0.293399
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	56267	KYAT3	0.703098	0.188264
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	56829	ZC3HAV1	0.000266392	3.30225
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	56965	PARP6	0.78524	0.105884
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	57097	PARP11	0.286538	0.456138
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	64761	PARP12	0.0227268	0.490847
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	65263	PYCR3	1	-0.105472
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	79668	PARP8	0.258711	0.355373
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	80150	ASRGL1	0.970867	0.019907
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	80351	TNKS2	0.010766	0.598554
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	81490	PTDSS2	0.896822	-0.0862959
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	81889	FAHD1	0.308433	-0.327218
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	83666	PARP9	0.000266392	1.86363
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	84875	PARP10	0.000266392	1.44851
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	93100	NAPRT	0.775056	0.159071
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	112849	L3HYPDH	0.886198	0.190708
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	113675	SDSL	0.843238	0.101826
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	119391	GSTO2	0.108386	1.62738
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	122622	ADSSL1	1	-0.201159
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	132158	GLYCTK	0.874551	-0.118924
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	165631	PARP15	1	0.398425
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	259307	IL4I1	0.274653	0.822557
mdmH3N2rna-MDM	RNAseq	H3N2_03H	MDM	H3	373156	GSTK1	0.57609	0.153572
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	97	ACYP1	0.078231	1.45122
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	98	ACYP2	0.026597	1.08994
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	128	ADH5	0.674316	0.129874
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	142	PARP1	0.000504293	-0.877025
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	143	PARP4	0.360193	0.226124
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	158	ADSL	0.59774	0.181003
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	159	ADSS	0.985779	0.00762883
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	175	AGA	1	-1.797693134e+308
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	175	AGA	0.248279	-0.441914
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	191	AHCY	0.000943851	-0.828617
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	217	ALDH2	0.865726	0.0587093
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	219	ALDH1B1	0.0972707	-0.872353
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	223	ALDH9A1	0.31132	-0.257194
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	224	ALDH3A2	0.0676162	0.401557
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	314	AOC2	1	1.34388
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	440	ASNS	1	0.856094
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	445	ASS1	1	0.50307
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	501	ALDH7A1	0.723418	0.191267
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	683	BST1	0.224999	0.567745
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	875	CBS	0.947935	-0.0550563
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	883	KYAT1	1	0.56808
mdmH3N2rna-MDM	RNAseq	H3N2_06H	MDM	H3	952	CD38	0.000266392	1.797693134e+308
