Modified.sequence	m/z	Retention time	Group	Use	RawFile	Intensity	Proteins	Charge
130.1/9.4	130.0639	9.39	""	TRUE	H5LungPBS4d-4	4056	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungPBS4d-4	6266	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungPBS4d-4	642	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungPBS4d-4	34916	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungPBS4d-4	128385	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungPBS4d-4	5098	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungPBS4d-4	2113	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-4	14585	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungPBS4d-4	1592	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungPBS4d-4	517	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungPBS4d-4	1757	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-4	25733	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungPBS4d-4	20142	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungPBS4d-4	20890	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungPBS4d-4	0	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungPBS4d-4	10806	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungPBS4d-4	29803	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungPBS4d-4	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungPBS4d-4	6281	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungPBS4d-4	6527	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungPBS4d-4	3829	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungPBS4d-4	25	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungPBS4d-4	17551	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungPBS4d-4	6318	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungPBS4d-4	19749	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungPBS4d-4	10982	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungPBS4d-4	0	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungPBS4d-5	5465	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungPBS4d-5	17085	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungPBS4d-5	2254	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungPBS4d-5	7792	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungPBS4d-5	180	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungPBS4d-5	1003	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-5	155664	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungPBS4d-5	533073	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungPBS4d-5	7308	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungPBS4d-5	1764	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungPBS4d-5	2968	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungPBS4d-5	250	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungPBS4d-5	127731	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungPBS4d-5	101096	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungPBS4d-5	40916	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungPBS4d-5	170	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungPBS4d-5	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungPBS4d-5	3991	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungPBS4d-5	0	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungPBS4d-5	25367	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungPBS4d-5	41458	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungPBS4d-5	12638	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungPBS4d-5	43085	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungPBS4d-5	11621	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungPBS4d-5	13421	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungPBS4d-5	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungPBS4d-5	4767	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungPBS4d-5	102699	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungPBS4d-5	59	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungPBS4d-5	63	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungPBS4d-5	83409	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungPBS4d-5	110117	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungPBS4d-5	58434	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungPBS4d-5	18034	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungPBS4d-5	3104	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungPBS4d-5	56464	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-5	55172	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungPBS4d-5	32614	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungPBS4d-5	2342	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungPBS4d-5	9608	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungPBS4d-5	37883	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungPBS4d-5	1635	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungPBS4d-5	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungPBS4d-5	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungPBS4d-5	115398	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungPBS4d-5	14387	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungPBS4d-5	11553	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungPBS4d-5	14297	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungPBS4d-5	2238	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungPBS4d-5	1262	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungPBS4d-5	7930	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungPBS4d-5	4025	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungPBS4d-5	4174	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungPBS4d-5	189	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungPBS4d-5	2257	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungPBS4d-5	149530	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungPBS4d-5	4177	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungPBS4d-5	38206	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungPBS4d-5	67	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungPBS4d-5	24712	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungPBS4d-5	680	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungPBS4d-5	224	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-5	76252	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungPBS4d-5	32901	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungPBS4d-5	43185	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungPBS4d-5	23397	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-5	18613	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungPBS4d-5	24264	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungPBS4d-5	24094	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungPBS4d-5	6064	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungPBS4d-5	18652	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungPBS4d-5	9898	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungPBS4d-5	33047	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungPBS4d-5	3009	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungPBS4d-5	5079	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungPBS4d-5	6620	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungPBS4d-5	456	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungPBS4d-5	6844	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungPBS4d-5	70858	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungPBS4d-5	3217	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungPBS4d-5	2295	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-5	6757	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungPBS4d-5	2267	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungPBS4d-5	190	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungPBS4d-5	6219	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-5	31080	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungPBS4d-5	22506	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungPBS4d-5	22414	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungPBS4d-5	21	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungPBS4d-5	10668	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungPBS4d-5	16342	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungPBS4d-5	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungPBS4d-5	2864	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungPBS4d-5	1432	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungPBS4d-5	3418	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungPBS4d-5	94	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungPBS4d-5	18866	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungPBS4d-5	3006	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungPBS4d-5	10886	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungPBS4d-5	13735	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungPBS4d-5	34	136.9/10.8	1
